Generation,StartingEnergy,Speed,DetectRange,BreedEnergy,BabyEnergy,AttentionSpan,Desirability,DesirabilityThreshold,Lifespan,Age,COD
43,54.573856,0.38957313,48.22281,57.611404,25.562786,500.0,103.3085,6.8750544,6083,31062,Starvation
107,51.235214,0.50619316,42.056133,60.6379,24.385183,500.0,208.78662,6.2780647,6052,3159,Starvation
74,63.523567,0.45341542,45.578815,74.13052,31.883856,500.0,153.69308,8.109362,5987,3690,Starvation
71,53.271717,0.42345625,44.21258,76.86704,27.63176,500.0,150.06656,6.477879,7152,6607,Starvation
84,62.184177,0.4750328,40.504208,68.62434,32.603622,500.0,143.47562,6.7723126,6049,12031,Starvation
68,62.509132,0.4147948,46.830727,68.43086,31.812418,500.0,146.0699,6.465402,6853,17468,Starvation
109,55.34134,0.51305455,41.85109,56.105976,25.11054,500.0,228.50703,8.06327,6678,3073,Starvation
113,65.82745,0.49260515,44.61444,63.992317,34.37215,500.0,219.03276,5.8841023,7377,1813,Starvation
86,60.72068,0.4854734,44.329365,79.75525,31.28984,500.0,147.86192,6.3987265,6456,8278,Starvation
106,55.794308,0.45381153,40.187874,61.226444,26.885565,500.0,183.08717,7.2378216,6822,3295,Starvation
65,59.93612,0.38576305,48.649513,73.53688,29.363514,500.0,135.03575,6.4318852,6332,13084,Starvation
108,51.03995,0.47355747,40.309525,67.49906,27.074797,500.0,197.53365,6.9209886,6600,3482,Starvation
113,55.994034,0.492156,40.228027,78.191246,27.351141,500.0,220.72382,6.468078,5738,1681,Starvation
91,52.825447,0.40058064,44.4002,72.16488,27.780285,500.0,148.46469,6.4862347,6467,9431,Old Age
99,55.76229,0.48993298,43.63763,70.718864,26.251957,500.0,187.19722,6.071578,6578,3196,Old Age
113,53.32456,0.56119365,39.361084,65.88681,29.210415,500.0,234.88643,6.536734,5339,712,Starvation
84,59.454994,0.4906491,36.343933,68.647575,27.775423,500.0,173.6039,7.03074,6362,11268,Starvation
78,60.15882,0.44035786,47.344357,72.990456,28.455462,500.0,161.38414,5.7726808,7206,10691,Starvation
95,51.834816,0.47567376,46.30143,63.420002,25.0117,500.0,165.07861,6.4566526,6657,6759,Starvation
114,57.25187,0.5155422,37.352406,73.37488,25.91021,500.0,237.08653,7.2746243,6791,1698,Starvation
89,58.22962,0.5230612,44.190533,72.81824,27.753973,500.0,146.4834,6.361967,6928,10868,Starvation
47,53.853165,0.43615723,43.909424,55.97875,29.011547,500.0,84.79691,6.696001,6230,17679,Starvation
108,53.591064,0.5273084,40.30808,59.914204,28.223288,500.0,191.23656,5.759134,5852,1273,Starvation
83,56.63965,0.46882752,44.872154,71.81003,26.895653,500.0,147.06206,7.744001,6118,10198,Starvation
65,58.683743,0.43805888,47.09854,65.06475,29.788992,500.0,110.12934,6.87143,6688,14059,Starvation
104,54.675537,0.4317424,53.91265,63.156944,29.332281,500.0,148.58983,6.935016,6527,5397,Starvation
76,57.679157,0.37075722,47.96357,68.343216,26.799025,500.0,144.88177,6.1033726,6855,15813,Starvation
71,57.913727,0.3953112,47.32513,67.89151,27.11742,500.0,124.01037,6.191313,6380,7412,Starvation
46,61.298653,0.38844535,47.77579,71.99113,32.2726,500.0,97.43738,5.8328657,6374,19522,Starvation
79,52.442776,0.47131494,40.704273,66.267365,27.042765,500.0,126.851654,6.036427,5973,13873,Starvation
95,57.936768,0.48054492,47.041412,73.77399,30.772488,500.0,168.06995,6.431789,5628,8820,Starvation
64,54.02303,0.44340461,46.656986,70.753654,27.762926,500.0,133.92337,6.54119,6933,20241,Starvation
71,56.899284,0.3892669,43.739212,73.83369,29.097946,500.0,146.30588,7.4228067,6357,15693,Starvation
85,55.30797,0.4140586,53.454304,70.270485,30.161373,500.0,180.29381,5.1101084,7328,8672,Starvation
101,60.69626,0.4586244,43.550587,69.25598,32.58862,500.0,162.8432,6.1572776,6412,5477,Starvation
72,60.353146,0.4681826,43.183693,75.971924,27.85835,500.0,119.61022,7.3566685,6081,6873,Starvation
77,56.731358,0.45082104,44.51119,75.626114,27.36691,500.0,140.07233,6.2045074,7175,15428,Starvation
85,58.646626,0.44854876,39.379326,80.52437,26.543846,500.0,181.8965,7.2377,5809,9650,Starvation
82,54.691597,0.43782493,39.16296,72.45211,28.04103,500.0,174.56375,6.2183537,6437,8197,Starvation
80,53.668526,0.45232058,45.783672,67.09605,28.180265,500.0,121.67823,6.511359,6190,15275,Starvation
72,56.469925,0.40189207,41.94329,74.77166,31.030712,500.0,152.3898,6.318666,6067,8274,Starvation
98,57.20807,0.46986005,44.91828,67.86215,26.775124,500.0,191.01831,6.901036,6566,3427,Starvation
92,53.953407,0.4758057,49.41389,77.31323,29.360073,500.0,152.36293,6.3479056,5940,6787,Starvation
95,53.08044,0.4269212,38.74293,64.54367,26.302956,500.0,177.1053,7.8670583,6739,8643,Starvation
110,60.004196,0.48292652,36.986183,71.87088,30.164965,500.0,230.27113,6.7425823,6439,2733,Starvation
105,57.51385,0.4062704,39.45106,63.74879,28.291441,500.0,198.79358,6.870392,6076,4591,Starvation
47,58.508286,0.46028018,49.06354,68.521835,28.974789,500.0,94.086334,6.7716885,7588,23342,Starvation
96,57.48629,0.5276754,44.34568,62.299877,29.85068,500.0,177.54474,7.115536,6447,8235,Starvation
91,52.273705,0.4708797,43.113396,62.95961,24.1493,500.0,143.15959,6.081392,5958,843,Starvation
65,62.960007,0.4443639,46.399715,67.44265,28.515585,500.0,113.629906,5.6335263,5610,13908,Starvation
81,56.7546,0.41497198,47.384865,72.76473,30.292862,500.0,140.71553,6.3542314,7482,14291,Starvation
83,62.206097,0.48528194,42.933174,69.5516,34.09948,500.0,133.8556,6.878366,6533,8776,Starvation
72,59.230972,0.50811994,45.146385,79.96091,30.092356,500.0,139.8816,7.243647,6350,8258,Starvation
72,61.40065,0.49546662,45.805347,73.39159,32.511803,500.0,153.7689,5.4957004,6290,8753,Starvation
113,63.504314,0.46917066,39.181015,69.84765,32.213326,500.0,189.84851,6.2718854,7207,1819,Starvation
46,57.9608,0.4427156,50.71818,58.549164,28.756147,500.0,114.71761,6.3052406,5889,26887,Old Age
77,52.35459,0.4887573,38.15075,67.81805,25.252178,500.0,163.27365,6.5886884,6652,16094,Starvation
78,55.223785,0.39130992,39.65533,62.922714,29.947464,500.0,124.66239,6.568508,6125,7738,Starvation
61,64.21032,0.3590417,46.554337,73.032394,34.888203,500.0,120.44184,7.467524,6849,8791,Starvation
51,60.428738,0.4734845,46.558422,67.3868,30.244204,500.0,126.08354,5.748872,5713,14823,Old Age
113,62.80956,0.52154195,45.8445,69.609474,32.76405,500.0,186.34355,6.7173767,7022,1802,Starvation
95,55.905106,0.4528379,40.34999,66.67294,26.954195,500.0,161.32268,5.364518,6024,3547,Starvation
33,61.532593,0.47473517,49.54983,69.26251,33.0968,500.0,82.51267,7.402398,6775,35506,Old Age
22,62.015965,0.40195218,49.566513,81.57743,33.756416,500.0,76.7694,6.760245,7327,37661,Old Age
41,60.385326,0.4262607,48.955605,69.90709,32.99751,500.0,89.45555,5.7180634,6945,29786,Old Age
95,52.839317,0.41566288,45.870354,64.11692,28.370394,500.0,173.78218,6.4841785,6483,6378,Old Age
107,55.008423,0.4905303,38.827282,66.23554,25.729347,500.0,228.75224,6.5331845,6292,1916,Starvation
74,58.76406,0.39153057,43.841072,79.26745,31.780418,500.0,132.06714,7.664685,6209,7785,Starvation
110,60.413467,0.39411253,48.56953,70.03103,31.9476,500.0,218.8944,7.309189,7198,3222,Starvation
11,64.95996,0.50859714,43.23177,73.52417,35.6825,500.0,56.773743,6.7369027,6632,41437,Old Age
71,65.471466,0.30214328,43.90555,76.846245,31.073715,500.0,122.175934,6.2048006,6944,10808,Old Age
72,61.30501,0.393336,48.40955,80.57765,30.310886,500.0,138.13727,6.170089,6125,15689,Old Age
72,63.015266,0.40454224,45.723484,74.93884,30.02213,500.0,149.9034,5.4371614,6393,15144,Old Age
91,57.88894,0.50363344,52.84415,71.38659,26.293785,500.0,146.45306,7.1963916,6836,3806,Starvation
49,58.7314,0.36556602,44.146267,60.426205,31.700087,500.0,104.80917,6.160941,7350,28792,Old Age
98,55.240784,0.48021019,43.112312,65.26088,29.089085,500.0,198.56776,5.765526,5388,8626,Old Age
47,60.768616,0.3669914,51.14371,67.61236,29.831772,500.0,96.1745,6.1213913,6513,26061,Old Age
52,63.334946,0.43723875,53.989452,71.08695,28.931194,500.0,109.06484,7.058592,6811,23120,Old Age
50,58.88344,0.41526797,49.791576,83.248474,32.377296,500.0,123.00772,6.45891,7250,21854,Old Age
45,62.223557,0.36951023,49.27178,67.73253,28.36919,500.0,112.28332,6.168726,6577,19660,Old Age
106,49.878212,0.4507268,46.048534,75.40043,24.348814,500.0,213.87886,6.2919006,7194,5435,Starvation
49,57.900284,0.42445555,52.716938,70.1493,29.011066,500.0,105.742516,7.6285424,6839,24080,Old Age
39,61.240395,0.38467366,44.7171,60.71242,27.51199,500.0,89.42252,6.825733,6436,33622,Old Age
100,59.52028,0.5262165,44.824215,73.494934,27.766035,500.0,161.25238,7.8876204,6365,5928,Starvation
101,59.925583,0.48013198,41.90483,62.35821,28.526417,500.0,189.02783,7.435951,6762,6400,Starvation
97,59.8481,0.4964395,42.28383,68.2325,27.664938,500.0,159.87938,6.4420133,6425,5933,Starvation
107,53.146034,0.48195618,40.24258,59.37384,25.589699,500.0,206.17537,6.701582,6602,5377,Starvation
87,50.213882,0.5515237,41.675797,59.67146,26.084883,500.0,161.2661,6.371598,5711,10242,Starvation
76,59.05346,0.45702288,51.639915,66.38367,26.360058,500.0,126.51798,5.97838,7097,14371,Old Age
88,52.94989,0.5411125,37.703403,58.40248,27.753496,500.0,168.7852,6.2692323,7045,5471,Starvation
84,58.306282,0.4410238,42.427963,62.586494,26.579254,500.0,170.72568,6.627166,6875,11961,Starvation
102,54.931763,0.3919478,44.260498,62.354454,27.250507,500.0,200.10074,6.4931,5990,3637,Starvation
58,56.549274,0.4210824,47.230865,72.63351,30.040722,500.0,105.52816,7.1295366,6878,24754,Starvation
91,52.03597,0.49020934,48.917297,63.41982,26.118782,500.0,165.40805,6.288939,7320,7932,Starvation
105,58.18048,0.5337983,45.077583,67.603905,28.904676,500.0,207.62544,6.694451,6755,4977,Starvation
82,52.717804,0.46439877,42.050365,64.99544,24.882792,500.0,154.42484,5.790016,7045,12838,Starvation
38,61.660736,0.43349195,52.992176,60.78671,29.219326,500.0,69.40307,6.3790717,7142,32679,Old Age
78,61.835617,0.46732596,46.573593,67.14883,28.500875,500.0,139.42885,6.323952,7116,5026,Starvation
86,56.815804,0.47656143,46.090218,72.225105,25.446701,500.0,159.81412,6.377099,6595,9508,Old Age
104,57.525223,0.5451026,40.855297,61.070015,26.193377,500.0,234.78226,7.0259843,6412,6510,Starvation
98,57.5925,0.46179566,47.354435,67.77276,29.485693,500.0,205.14581,5.9509706,5824,5043,Starvation
89,54.98658,0.46441203,42.909676,70.38141,25.412392,500.0,173.73454,6.6694574,7680,5868,Starvation
64,57.055714,0.46224803,48.315548,73.983665,27.858704,500.0,139.4543,6.8105903,5788,18314,Starvation
98,55.501606,0.45571145,48.31663,58.694935,26.6825,500.0,185.20563,6.426998,6596,6341,Starvation
103,62.264717,0.44382283,40.671864,55.423367,30.708918,500.0,205.83173,6.3782783,7006,6448,Old Age
51,58.116592,0.39725575,46.611492,67.86524,29.280634,500.0,118.61355,7.0741653,7977,26800,Old Age
117,56.518112,0.49758804,44.341393,58.783867,29.681002,500.0,220.85419,6.959119,5827,1293,Starvation
102,53.01284,0.45805046,40.941383,66.75922,25.617678,500.0,167.99112,7.727553,7073,2108,Starvation
86,48.600533,0.4743759,45.26754,72.176125,24.87811,500.0,167.23819,6.603715,6882,6851,Starvation
101,57.361847,0.4699911,39.808334,71.26834,29.86806,500.0,205.11586,7.2332435,6213,4966,Starvation
51,64.50668,0.3881398,50.89178,75.46046,32.40592,500.0,113.856125,6.4185014,6733,25979,Old Age
71,59.047752,0.39519215,48.552742,65.78096,28.878874,500.0,133.60901,6.491704,6333,16882,Old Age
117,55.87465,0.4915811,52.26622,62.161507,25.818659,500.0,239.38855,7.0059767,7198,1213,Starvation
98,56.689663,0.5208534,44.28946,70.81741,30.39753,500.0,180.2082,6.66948,6955,6885,Starvation
96,55.2062,0.5305586,48.57908,68.91361,25.945667,500.0,200.99089,6.166583,6619,7858,Starvation
108,63.238132,0.5249232,43.13735,58.782547,31.213629,500.0,218.9823,6.1093197,5805,5663,Starvation
91,52.87246,0.4869003,42.281292,70.349304,28.413887,500.0,145.84868,6.1349998,5891,4994,Starvation
105,58.010445,0.46352962,41.71026,62.78032,28.7768,500.0,188.11185,7.4676003,6676,5991,Starvation
102,59.714043,0.53510803,46.7929,55.39987,29.231167,500.0,193.07434,7.42868,5676,6941,Starvation
90,56.018208,0.47083688,50.82022,73.24062,30.438904,500.0,146.2185,6.523882,5896,10373,Old Age
116,53.011192,0.48527658,39.680164,59.86472,27.843594,500.0,258.5814,6.1733747,6474,1843,Starvation
106,54.385376,0.51035047,50.186043,61.44783,29.471554,500.0,202.74437,6.730423,6588,6400,Starvation
73,57.000294,0.39173284,50.868275,67.66375,31.433054,500.0,164.10622,7.7556953,5994,16595,Old Age
105,54.486946,0.5532321,41.11741,54.90343,28.494534,500.0,205.24872,5.969891,5723,6035,Starvation
102,64.34991,0.46503648,44.5862,64.88197,30.217499,500.0,191.59634,6.935979,6197,5059,Starvation
68,61.160576,0.36545315,50.882256,66.15437,33.090946,500.0,122.9521,6.133912,7530,18379,Old Age
54,65.60472,0.44111675,42.5643,67.19613,34.95012,500.0,129.60057,6.421954,6216,20761,Old Age
52,61.99485,0.3899435,51.23566,64.79132,30.055098,500.0,108.83548,6.3291006,7429,18828,Old Age
72,62.141563,0.42224228,44.969635,69.36452,32.881657,500.0,126.62355,6.0716085,6629,18458,Old Age
107,53.065987,0.48828667,41.224094,57.82112,24.409481,500.0,224.944,6.8875237,6071,1317,Starvation
61,58.98339,0.40915334,43.152687,80.52195,32.09916,500.0,124.544716,6.5325007,6116,23009,Old Age
37,62.89754,0.3961954,58.503063,65.11118,32.83376,500.0,86.43312,7.349251,6233,25634,Old Age
70,54.018097,0.41577408,43.47729,72.14144,26.447521,500.0,130.85342,7.056075,7332,18423,Old Age
90,54.669853,0.51750165,46.33369,70.49451,26.179602,500.0,188.64828,6.3808627,6441,11983,Starvation
88,57.688854,0.46162316,51.68393,58.985355,27.710062,500.0,160.20723,6.204481,6303,5356,Old Age
54,59.958652,0.32986653,52.686073,71.61825,28.988821,500.0,113.68315,6.5326176,7103,24556,Old Age
107,56.89188,0.48122048,50.77279,68.93847,29.698648,500.0,186.54839,6.2058043,6834,1764,Starvation
106,50.072968,0.57748723,45.78363,58.998936,22.517258,500.0,211.36101,5.9869924,6151,4102,Starvation
32,58.410362,0.44887966,50.153187,67.47923,28.839773,500.0,70.72145,7.4914594,6456,31860,Old Age
73,56.236656,0.41246814,42.673275,79.154976,26.103949,500.0,144.77039,7.253778,7332,18018,Starvation
71,56.07646,0.40440777,39.98658,79.1333,28.505333,500.0,134.54959,7.1640997,7244,18016,Starvation
113,62.404526,0.5390814,43.54163,73.33548,28.814709,500.0,231.44333,6.865607,6827,3167,Starvation
77,59.050606,0.35439602,40.967476,66.92737,28.955355,500.0,127.25346,6.6009693,7126,16189,Starvation
77,52.936802,0.42877144,49.79908,68.366135,23.791403,500.0,129.7786,7.00406,6206,14707,Starvation
111,55.403946,0.51260746,38.445408,63.735146,29.00554,500.0,218.64926,7.5599694,7261,2220,Starvation
95,54.940376,0.49196783,40.12266,60.08544,24.797775,500.0,188.14209,6.7771106,5543,3670,Starvation
108,56.03625,0.50417143,37.704037,61.40131,30.01609,500.0,236.6459,6.9565563,6706,1682,Starvation
107,52.76983,0.45017302,54.380413,69.49426,23.896002,500.0,186.74216,6.118286,6070,1786,Starvation
48,68.3909,0.43726817,58.345135,67.36046,37.35285,500.0,101.52741,6.4293365,6521,22491,Old Age
52,55.139286,0.3925293,46.487175,69.10509,27.349676,500.0,120.75017,6.433377,7135,17639,Starvation
65,61.296444,0.43469727,41.14047,70.96363,29.568354,500.0,127.171555,7.488401,6596,13096,Old Age
63,52.91121,0.49915925,45.44918,72.864815,27.15522,500.0,122.85067,6.6958838,5808,15174,Starvation
64,58.54019,0.44415194,47.430145,59.54198,27.975365,500.0,112.16641,5.6604586,7323,16182,Starvation
100,53.203514,0.44357458,40.76326,65.77981,24.948965,500.0,166.51964,6.3897743,6172,6311,Starvation
115,53.351627,0.47842515,50.183693,72.157394,24.490513,500.0,229.57903,7.288047,5333,2393,Starvation
115,50.962402,0.55273885,43.41385,65.06478,26.106955,500.0,224.381,5.8152995,6547,1148,Starvation
76,53.10675,0.49695846,42.60933,78.11016,25.79728,500.0,133.02342,6.2954535,7207,15201,Old Age
108,57.363426,0.45063788,43.237617,61.32311,27.363474,500.0,218.22423,7.146206,7054,4966,Starvation
93,57.33871,0.4517462,39.993866,80.54192,25.836287,500.0,156.72633,7.654522,6060,10099,Starvation
111,56.947113,0.47247368,34.602276,64.94241,27.262226,500.0,214.7914,7.3472123,6724,1797,Starvation
103,51.512447,0.4022553,40.173798,70.68801,26.005045,500.0,180.17781,6.6797175,6133,7462,Starvation
42,55.37536,0.35069656,44.428535,76.05348,29.556776,500.0,85.69079,6.409428,5773,32473,Starvation
115,54.460045,0.5393381,39.3918,70.23079,27.751638,500.0,238.94736,6.8190036,6345,1951,Starvation
82,54.14164,0.45635825,44.073196,73.82984,30.165905,500.0,155.02477,5.819743,6799,10057,Starvation
90,52.67813,0.45716342,44.081028,72.00934,28.298391,500.0,189.56184,5.715915,6832,9193,Starvation
22,63.86348,0.45784193,43.49266,71.63118,28.880348,500.0,79.03933,7.374632,6441,40361,Old Age
109,54.69061,0.49540925,40.77937,74.7904,28.109903,500.0,201.2525,5.520925,6339,3156,Starvation
108,54.987976,0.4630075,46.175854,56.17277,27.633038,500.0,218.19229,6.370265,6213,1766,Starvation
82,52.28898,0.4096691,42.923203,59.101013,28.2312,500.0,160.5735,6.5483246,6107,10032,Starvation
52,63.581303,0.4980021,56.092216,73.18649,30.887093,500.0,109.76579,6.6913443,6191,24515,Old Age
115,53.073128,0.48209596,49.325375,65.88199,28.555515,500.0,235.20311,6.559888,7171,3128,Starvation
51,56.161644,0.41871592,46.154606,80.26802,30.60896,500.0,124.80706,6.8924003,7020,16675,Starvation
110,52.5105,0.4564203,48.20879,64.895164,23.648851,500.0,219.52718,6.3255296,6413,3960,Old Age
70,56.625977,0.42452684,50.037464,68.09174,28.35604,500.0,145.57257,7.5809975,6420,12134,Starvation
92,53.48516,0.41955635,45.718925,77.95665,28.257769,500.0,162.15031,7.1504836,5744,5581,Old Age
102,53.33048,0.4614674,44.897892,70.93,28.473076,500.0,183.71877,6.523317,6190,6662,Starvation
115,54.40497,0.58281,41.42746,62.922714,24.649961,500.0,245.92577,6.7429705,6484,1332,Starvation
65,58.61449,0.46785504,46.252018,70.25656,28.96948,500.0,136.84822,6.671198,6931,14944,Starvation
118,55.482704,0.49169812,48.976135,58.29351,25.786821,500.0,238.40569,6.792367,6623,1331,Starvation
74,56.66224,0.36141312,49.577263,64.516106,30.935955,500.0,152.9698,6.501233,6589,4653,Starvation
105,58.33,0.5108401,43.62169,62.837234,27.971205,500.0,193.92177,6.79892,5756,2460,Starvation
113,52.9124,0.52124953,38.070984,64.39089,27.774357,500.0,237.78546,7.5426784,5939,3329,Starvation
120,50.93177,0.44584593,45.597897,79.518684,26.957243,500.0,244.75412,7.1189356,6686,1254,Starvation
66,58.978,0.40946215,39.56456,86.42186,30.186548,500.0,114.59773,8.058611,6225,16339,Old Age
110,56.084213,0.5640704,34.844597,58.368736,25.644224,500.0,201.48024,7.040758,6729,3674,Starvation
108,54.977364,0.4351102,42.885944,64.82015,26.24161,500.0,223.71205,6.450764,6153,3535,Starvation
92,57.880875,0.43377832,46.48498,66.94664,26.652914,500.0,162.59619,6.729218,5859,6484,Starvation
92,56.881805,0.45883754,45.701218,68.14082,29.290627,500.0,142.56274,7.406166,6764,3560,Starvation
37,63.909935,0.3952445,43.745697,70.86446,32.516308,500.0,73.53471,7.117335,6372,25253,Starvation
69,58.773926,0.40357435,43.090534,72.5386,31.597878,500.0,120.85157,5.5564146,6690,18985,Starvation
101,64.81878,0.44275942,44.008595,67.91049,33.293114,500.0,200.71469,6.461742,5649,5066,Starvation
115,50.709103,0.52670956,53.409912,66.24007,25.261171,500.0,219.00995,6.2868814,6868,1741,Starvation
69,66.41719,0.36241636,50.949493,68.99614,36.621803,500.0,139.11943,6.447045,5824,19763,Old Age
74,63.198227,0.37065482,45.518627,73.294205,31.06246,500.0,122.49114,7.6438003,7093,4577,Starvation
116,54.85972,0.51116073,42.505787,65.771065,24.957264,500.0,240.5384,5.806942,5859,1800,Starvation
65,57.419815,0.42975885,41.94308,72.999794,29.790535,500.0,112.74201,6.6507688,6915,18734,Old Age
22,63.04975,0.42726377,41.698452,71.13941,34.32259,500.0,73.29573,7.7787104,5443,34762,Old Age
108,53.326134,0.52224326,38.45819,68.70791,25.32494,500.0,193.99225,6.15619,7353,2579,Starvation
104,54.55327,0.39574665,42.889072,57.038696,26.743694,500.0,160.48332,7.293681,7364,7262,Starvation
78,51.76239,0.40552187,41.40448,57.766125,23.870304,500.0,136.5102,6.2334266,6458,3958,Starvation
78,51.44102,0.4834457,47.326508,74.36266,26.526913,500.0,153.02214,7.3051376,7126,3954,Starvation
98,55.221146,0.51044583,44.709312,71.15697,30.14442,500.0,204.81343,6.4022565,6578,4004,Starvation
117,55.66816,0.48024493,48.60715,61.759274,27.303755,500.0,235.7149,7.948203,6180,1780,Starvation
121,61.550823,0.43799564,41.94752,69.79079,33.09835,500.0,244.96843,6.594203,7543,1289,Starvation
108,59.936157,0.45430154,40.04001,67.57323,28.65371,500.0,181.7843,6.352613,6750,3219,Starvation
106,59.21698,0.5286817,43.713375,68.335464,31.803814,500.0,162.47585,5.8683987,6139,4058,Starvation
66,57.343254,0.44446504,40.672382,68.698296,26.037487,500.0,117.14272,7.285481,6610,19324,Starvation
107,48.710632,0.5264404,40.16835,56.62905,26.266094,500.0,244.619,6.9594746,6546,3918,Starvation
71,54.956024,0.44626203,49.36415,71.02092,25.420086,500.0,134.12967,5.6971793,7195,18798,Old Age
91,54.874607,0.45184356,40.29274,74.32421,28.416613,500.0,177.01517,6.280428,6268,4000,Starvation
105,57.302025,0.4109206,47.97064,70.35675,29.600931,500.0,165.25076,6.581308,6133,5181,Starvation
107,53.786232,0.52526045,44.49237,66.36406,24.518955,500.0,227.9768,7.137426,6457,5058,Starvation
111,53.16111,0.41451606,51.443546,60.64275,25.111141,500.0,206.39508,5.7457824,5694,3977,Starvation
51,57.531162,0.37864023,51.24967,73.42435,31.386175,500.0,102.78607,6.084402,7445,22909,Old Age
101,63.897217,0.41766658,48.564156,70.35973,29.543486,500.0,168.16864,6.9184375,6989,5053,Starvation
98,55.14512,0.40723157,42.81824,58.623077,30.329603,500.0,181.6205,6.6137204,6771,4532,Starvation
56,58.620354,0.35094294,53.930103,72.75437,31.71605,500.0,109.01766,6.6623316,6263,25240,Old Age
115,49.660507,0.48267823,50.445724,59.863712,25.92362,500.0,211.02051,7.029871,6483,3464,Starvation
113,57.03734,0.49826443,40.614094,73.53074,26.62104,500.0,206.0632,7.0936875,5777,4029,Starvation
107,56.724648,0.5454657,41.35754,71.95772,29.432436,500.0,210.32318,6.6611977,6467,4024,Starvation
71,57.198463,0.45201424,46.270077,67.83083,26.905144,500.0,130.6679,6.325129,6549,6939,Starvation
102,53.515656,0.46630397,45.66794,66.825615,24.248034,500.0,158.2654,6.8771763,6424,3982,Starvation
86,54.435432,0.43729186,47.16922,66.429054,25.511772,500.0,170.73274,6.957341,6260,6707,Starvation
91,55.172325,0.5247835,39.88173,73.03872,26.898767,500.0,183.54718,6.8730497,6252,5801,Old Age
110,58.43495,0.4954319,42.780888,78.41493,30.833172,500.0,229.65414,7.572474,5905,2236,Starvation
105,55.592773,0.5493779,42.29402,61.682983,25.38697,500.0,223.91228,6.6228004,6092,7368,Starvation
108,59.800392,0.45562646,42.733643,65.151535,27.879168,500.0,208.0568,6.5030966,5918,3694,Starvation
105,62.876038,0.47947177,47.709656,63.832172,34.29942,500.0,198.59915,6.7695565,6997,4106,Starvation
56,59.07013,0.43597752,53.722103,63.09763,31.066875,500.0,110.35374,6.4379535,6828,24746,Starvation
99,56.390083,0.44963604,43.647774,71.41623,25.905037,500.0,219.58945,5.4873123,7161,5541,Starvation
92,55.83381,0.4679867,40.09629,64.04491,27.983791,500.0,181.838,7.504178,5417,11666,Starvation
103,60.40314,0.4420606,42.57251,72.72899,30.448626,500.0,204.66292,6.2919006,5843,4662,Starvation
95,54.310246,0.51606846,45.402023,66.219536,24.550507,500.0,153.404,5.95467,5978,3665,Starvation
114,62.37957,0.4456976,50.01538,57.10887,33.254444,500.0,211.21715,7.108151,7033,4100,Starvation
105,63.064316,0.4133363,44.74919,53.090584,33.91925,500.0,217.04893,6.4532733,6587,4138,Starvation
92,56.072952,0.41756746,52.80814,74.654655,30.835827,500.0,168.70006,7.650589,5860,4016,Starvation
112,52.48231,0.4383948,49.43948,60.123688,24.599325,500.0,199.23944,7.289336,5463,4573,Starvation
78,57.768486,0.47299963,41.57254,71.630516,29.109838,500.0,133.2969,6.4427676,6711,4038,Starvation
91,51.28003,0.45786875,48.50706,66.57782,24.37809,500.0,151.117,6.48171,6381,3952,Starvation
110,56.421177,0.4608934,39.167423,72.349846,28.76646,500.0,235.52116,6.1412635,6359,4020,Starvation
117,50.97528,0.45232233,46.904434,67.063,25.996315,500.0,255.68549,7.3286185,7100,1855,Starvation
74,60.485397,0.41094887,56.595665,66.830215,27.893648,500.0,141.3284,7.1881404,7139,4541,Starvation
74,65.324036,0.40607664,55.83205,64.130394,32.575996,500.0,135.92397,6.8369384,6723,15838,Starvation
91,52.089798,0.50037426,46.171288,61.116043,23.87513,500.0,124.816055,6.1931663,6514,2563,Starvation
95,54.60586,0.46541566,38.599026,67.51367,29.748114,500.0,194.43715,7.234053,5798,5000,Starvation
91,57.447655,0.37316552,44.020542,70.606155,27.441948,500.0,159.0791,6.2573037,5796,2836,Starvation
102,55.59541,0.3965127,50.250347,69.592255,30.132645,500.0,146.51915,6.8488965,6915,4009,Starvation
113,56.019867,0.54694456,38.878048,70.01351,26.99956,500.0,216.56873,7.6707497,6962,3655,Starvation
63,57.11995,0.42463815,49.345535,75.091255,30.569996,500.0,128.32436,6.984754,7339,22117,Starvation
85,52.590675,0.45992842,39.50887,67.21194,24.9932,500.0,174.64375,7.002444,6184,6436,Starvation
105,61.20779,0.49765217,42.345078,68.13361,31.79962,500.0,184.47789,6.5293927,6715,4084,Starvation
67,60.321808,0.448442,48.57044,71.52327,31.40694,500.0,116.81088,6.050091,6994,19867,Old Age
65,64.03688,0.38778394,49.13656,66.35469,32.31529,500.0,113.37319,6.5249715,6519,22030,Old Age
7,63.71736,0.45838618,41.2976,74.34688,30.259111,500.0,54.51401,7.632108,7491,44377,Starvation
120,52.69644,0.53502667,48.914383,59.783974,27.445864,500.0,238.80666,6.5003123,5867,805,Starvation
116,55.511414,0.4607029,45.491463,61.77563,24.871807,500.0,247.41852,6.4776692,5999,1142,Old Age
87,55.527256,0.46533203,47.86145,61.873104,26.776823,500.0,168.3785,5.8876157,7511,13319,Old Age
65,61.019672,0.3563761,45.486427,65.66588,31.465528,500.0,120.16587,5.5245013,6659,13043,Starvation
63,55.635117,0.48611522,46.791344,74.7437,26.885218,500.0,123.27695,6.5464373,6248,23117,Old Age
115,52.43034,0.3969655,53.164772,61.953938,26.721659,500.0,216.58934,7.6119814,6391,1388,Starvation
